Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts
13:47:48,49.9,0.0,0.2,50.0,0.0,25,80,25054,248.01,
13:47:49,48.2,0.0,1.9,50.0,0.0,25,152,25210,247.95,
13:47:49,50.2,0.0,0.2,49.6,0.0,26,7262,25936,250.37,
13:47:50,52.2,0.0,0.5,47.2,0.0,25,37226,30394,249.76,
13:47:50,49.7,0.0,0.4,50.0,0.0,25,88,25100,248.53,
13:47:51,49.8,0.0,0.2,50.0,0.0,25,68,25136,247.35,
13:47:51,49.8,0.0,0.2,50.0,0.0,25,90,24920,248.69,
13:47:52,49.9,0.0,0.1,50.0,0.0,25,72,25146,249.37,
13:47:52,50.0,0.0,0.1,50.0,0.0,25,88,24898,248.78,
13:47:53,49.9,0.0,0.1,50.0,0.0,25,140,25180,248.65,
13:47:53,47.9,0.0,2.2,50.0,0.0,25,236,25154,248.21,
13:47:54,49.8,0.0,0.2,50.0,0.0,25,68,25146,249.40,
13:47:54,47.7,0.0,2.3,50.0,0.0,25,84,25062,247.92,
13:47:55,49.9,0.0,0.2,50.0,0.0,25,92,25180,247.89,
13:47:55,49.9,0.0,0.1,50.0,0.0,25,96,25100,248.61,
13:47:56,49.9,0.0,0.1,50.0,0.0,25,94,25166,247.66,
13:47:56,49.4,0.0,0.7,50.0,0.0,25,90,25060,246.39,
13:47:57,47.7,0.0,2.3,50.0,0.0,25,152,25180,247.27,
13:47:57,49.9,0.0,0.2,50.0,0.0,25,232,25200,248.74,
13:47:58,48.5,0.0,1.5,49.9,0.0,25,100,24916,248.81,
13:47:58,49.2,0.0,0.8,50.0,0.0,25,88,24754,246.85,
13:47:59,49.9,0.0,0.1,50.0,0.0,25,78,25010,249.34,
13:47:59,50.0,0.0,0.2,49.9,0.0,25,1148,25270,249.84,
13:48:00,47.0,0.0,3.0,50.0,0.0,25,80,25170,245.84,
13:48:00,49.9,0.0,0.2,49.9,0.0,25,100,25082,249.15,
13:48:01,50.0,0.0,0.0,50.0,0.0,25,144,25194,248.43,
13:48:01,49.8,0.0,0.3,49.9,0.0,25,302,25336,248.76,
13:48:02,47.7,0.0,2.3,50.0,0.0,25,76,25154,247.69,
13:48:02,50.0,0.0,0.1,50.0,0.0,25,84,25060,249.96,
13:48:03,48.9,0.0,1.1,50.0,0.0,25,76,25150,249.60,
13:48:03,49.9,0.0,0.2,50.0,0.0,25,84,25092,248.35,
13:48:04,49.9,0.0,0.1,50.0,0.0,25,88,25190,248.65,
13:48:04,49.9,0.0,0.1,50.0,0.0,25,80,25054,250.28,
13:48:05,49.8,0.0,0.2,50.0,0.0,25,150,25204,248.86,
13:48:05,48.7,0.0,1.3,50.0,0.0,25,236,25198,248.97,
13:48:06,49.9,0.0,0.2,50.0,0.0,25,76,25156,247.93,
13:48:06,49.6,0.0,0.4,50.0,0.0,25,92,25076,249.81,
13:48:07,49.8,0.0,0.2,50.0,0.0,25,68,25144,249.64,
